id_venda,id_produto,nome_produto,quantidade,preco_unitario,data_venda
2480,105,Produto E,7,75.81,2024-11-07
2481,101,Produto A,5,60.02,2024-11-19
2482,101,Produto A,3,54.35,2024-11-10
2483,102,Produto B,7,39.11,2024-11-09
2484,101,Produto A,1,9.65,2024-12-01
2485,101,Produto A,1,59.31,2024-11-21
2486,105,Produto E,5,6.63,2024-11-20
2487,105,Produto E,3,94.4,2024-11-04
2488,104,Produto D,7,48.01,2024-11-28
2489,101,Produto A,2,44.23,2024-11-06
2490,101,Produto A,6,93.17,2024-11-02
2491,101,Produto A,7,72.89,2024-11-24
2492,101,Produto A,7,6.76,2024-11-18
2493,101,Produto A,9,92.44,2024-11-02
2494,103,Produto C,6,43.73,2024-11-04
2495,103,Produto C,4,84.26,2024-11-04
2496,103,Produto C,6,19.66,2024-11-10
2497,103,Produto C,2,24.61,2024-11-02
2498,101,Produto A,2,45.03,2024-11-15
2499,101,Produto A,6,97.97,2024-11-30
2500,101,Produto A,5,72.69,2024-11-12
2501,105,Produto E,6,92.85,2024-11-06
2502,103,Produto C,8,61.38,2024-11-05
2503,101,Produto A,9,74.24,2024-11-06
2504,105,Produto E,1,58.77,2024-11-16
2505,101,Produto A,6,22.99,2024-11-12
2506,105,Produto E,3,22.06,2024-11-19
2507,104,Produto D,6,42.39,2024-11-28
2508,101,Produto A,2,42.39,2024-11-01
2509,102,Produto B,10,98.02,2024-11-07
2510,104,Produto D,4,80.62,2024-11-02
2511,103,Produto C,8,15.3,2024-11-13
2512,104,Produto D,7,69.53,2024-11-12
2513,101,Produto A,9,23.61,2024-11-02
2514,102,Produto B,3,63.96,2024-11-09
2515,105,Produto E,7,94.7,2024-11-20
2516,105,Produto E,2,22.86,2024-11-06
2517,105,Produto E,2,74.51,2024-11-01
2518,101,Produto A,8,43.45,2024-11-07
2519,101,Produto A,1,86.74,2024-11-10
2520,103,Produto C,3,99.14,2024-11-09
2521,104,Produto D,9,78.74,2024-11-23
2522,105,Produto E,9,94.8,2024-12-01
2523,101,Produto A,1,51.8,2024-11-29
2524,101,Produto A,4,71.96,2024-11-15
2525,103,Produto C,9,79.76,2024-11-19
2526,101,Produto A,3,29.11,2024-11-24
2527,102,Produto B,2,81.71,2024-11-17
2528,101,Produto A,6,81.12,2024-11-06
2529,104,Produto D,8,45.7,2024-11-28
2530,105,Produto E,9,68.27,2024-11-09
2531,105,Produto E,2,26.44,2024-11-09
2532,103,Produto C,8,16.22,2024-11-12
2533,105,Produto E,8,38.09,2024-11-29
2534,105,Produto E,8,17.97,2024-11-03
2535,105,Produto E,6,69.87,2024-11-26
2536,103,Produto C,10,44.95,2024-11-23
2537,105,Produto E,10,68.2,2024-11-28
2538,103,Produto C,9,65.92,2024-11-08
2539,101,Produto A,6,57.53,2024-11-21
2540,102,Produto B,6,16.22,2024-12-01
2541,102,Produto B,5,75.96,2024-11-13
2542,103,Produto C,1,41.49,2024-11-10
2543,102,Produto B,5,46.96,2024-12-01
2544,101,Produto A,7,74.44,2024-12-01
2545,104,Produto D,7,48.8,2024-11-29
2546,102,Produto B,2,23.76,2024-11-26
2547,104,Produto D,8,51.08,2024-11-01
2548,102,Produto B,10,25.64,2024-11-29
2549,102,Produto B,4,19.58,2024-11-25
2550,105,Produto E,9,14.09,2024-11-30
2551,101,Produto A,3,36.82,2024-11-17
2552,102,Produto B,5,14.4,2024-11-12
2553,101,Produto A,7,53.77,2024-12-01
2554,101,Produto A,5,71.11,2024-11-19
2555,101,Produto A,8,30.07,2024-11-22
2556,102,Produto B,10,98.41,2024-11-11
2557,102,Produto B,4,67.16,2024-11-25
2558,104,Produto D,10,27.15,2024-11-28
2559,101,Produto A,10,33.39,2024-11-08
2560,103,Produto C,4,17.53,2024-11-24
2561,104,Produto D,8,9.36,2024-11-04
2562,103,Produto C,9,40.08,2024-12-01
2563,102,Produto B,6,69.71,2024-11-27
2564,101,Produto A,2,54.41,2024-11-10
2565,102,Produto B,3,32.33,2024-11-12
2566,104,Produto D,8,54.73,2024-11-02
2567,102,Produto B,1,16.49,2024-11-30
2568,101,Produto A,8,50.32,2024-11-01
2569,105,Produto E,8,71.92,2024-11-04
2570,103,Produto C,8,75.75,2024-11-04
2571,101,Produto A,10,42.23,2024-11-04
2572,104,Produto D,1,84.14,2024-11-10
2573,102,Produto B,10,59.04,2024-11-11
2574,101,Produto A,7,40.69,2024-11-01
2575,105,Produto E,2,54.09,2024-11-07
2576,102,Produto B,2,33.87,2024-11-03
2577,104,Produto D,7,33.76,2024-11-01
2578,103,Produto C,2,98.74,2024-11-22
2579,103,Produto C,2,58.42,2024-11-03
2580,101,Produto A,2,44.77,2024-11-06
2581,105,Produto E,8,56.12,2024-11-28
2582,101,Produto A,2,94.49,2024-11-30
2583,101,Produto A,3,70.07,2024-11-23
2584,102,Produto B,6,89.81,2024-11-14
2585,103,Produto C,10,19.45,2024-12-01
2586,105,Produto E,2,66.09,2024-11-17
2587,102,Produto B,6,31.28,2024-11-23
2588,105,Produto E,4,56.24,2024-11-10
2589,101,Produto A,5,32.27,2024-11-09
2590,105,Produto E,2,51.39,2024-11-23
2591,101,Produto A,3,15.79,2024-11-01
2592,102,Produto B,7,6.71,2024-11-10
2593,103,Produto C,8,33.43,2024-11-16
2594,103,Produto C,4,86.72,2024-11-04
2595,101,Produto A,10,26.11,2024-11-10
2596,102,Produto B,2,8.36,2024-11-19
2597,105,Produto E,8,26.66,2024-11-14
2598,103,Produto C,9,9.24,2024-11-20
2599,105,Produto E,5,91.61,2024-11-11
2600,103,Produto C,10,82.05,2024-11-07
2601,103,Produto C,3,81.07,2024-11-19
2602,105,Produto E,9,12.08,2024-11-17
2603,105,Produto E,9,10.56,2024-11-19
2604,104,Produto D,2,54.7,2024-11-05
2605,103,Produto C,10,11.85,2024-11-13
2606,105,Produto E,3,32.01,2024-11-08
2607,101,Produto A,1,17.23,2024-11-13
2608,102,Produto B,1,95.2,2024-11-29
2609,102,Produto B,3,49.58,2024-11-29
2610,105,Produto E,1,87.21,2024-11-22
2611,103,Produto C,2,7.49,2024-11-05
2612,102,Produto B,8,13.09,2024-11-16
2613,101,Produto A,1,60.35,2024-11-26
2614,104,Produto D,5,82.73,2024-11-10
2615,103,Produto C,4,62.14,2024-12-01
2616,103,Produto C,6,37.46,2024-11-21
2617,103,Produto C,3,51.77,2024-11-05
2618,102,Produto B,8,15.49,2024-11-11
2619,105,Produto E,5,34.2,2024-11-16
2620,103,Produto C,5,36.2,2024-11-11
2621,104,Produto D,2,39.92,2024-11-15
2622,101,Produto A,7,32.61,2024-11-26
2623,105,Produto E,8,20.97,2024-11-22
2624,102,Produto B,9,23.01,2024-11-21
2625,103,Produto C,7,13.53,2024-11-27
2626,104,Produto D,3,91.58,2024-11-12
2627,105,Produto E,6,25.58,2024-11-03
2628,105,Produto E,2,18.62,2024-11-29
2629,103,Produto C,10,30.46,2024-11-29
2630,104,Produto D,5,52.26,2024-11-02
2631,103,Produto C,8,68.39,2024-11-29
2632,103,Produto C,5,41.22,2024-11-22
2633,102,Produto B,2,50.75,2024-11-24
2634,103,Produto C,6,57.79,2024-11-27
2635,104,Produto D,4,50.23,2024-11-11
2636,105,Produto E,7,77.78,2024-11-14
2637,102,Produto B,4,66.4,2024-11-12
2638,103,Produto C,1,36.6,2024-11-25
2639,102,Produto B,5,56.64,2024-11-17
2640,104,Produto D,4,70.13,2024-11-28
2641,105,Produto E,6,21.39,2024-11-15
2642,105,Produto E,9,99.18,2024-11-14
2643,103,Produto C,7,14.95,2024-11-30
2644,103,Produto C,1,54.99,2024-11-13
2645,105,Produto E,3,98.19,2024-11-30
2646,104,Produto D,6,63.62,2024-11-17
2647,105,Produto E,10,22.41,2024-11-17
2648,104,Produto D,6,25.26,2024-11-19
2649,101,Produto A,5,33.76,2024-11-28
2650,105,Produto E,10,68.34,2024-11-25
2651,103,Produto C,3,55.42,2024-11-25
2652,102,Produto B,10,34.29,2024-11-24
2653,105,Produto E,5,7.41,2024-11-03
2654,102,Produto B,7,5.56,2024-11-03
2655,105,Produto E,4,83.9,2024-11-14
2656,104,Produto D,6,99.05,2024-11-26
2657,104,Produto D,2,15.4,2024-11-14
2658,103,Produto C,8,42.99,2024-11-26
2659,102,Produto B,6,99.2,2024-11-04
2660,103,Produto C,1,53.2,2024-11-07
2661,104,Produto D,1,41.35,2024-11-26
2662,105,Produto E,4,76.04,2024-11-11
2663,105,Produto E,5,71.02,2024-11-12
2664,105,Produto E,1,50.7,2024-11-16
2665,105,Produto E,2,11.78,2024-11-09
2666,105,Produto E,9,52.0,2024-11-12
2667,104,Produto D,5,78.42,2024-11-13
2668,104,Produto D,5,73.84,2024-11-24
2669,105,Produto E,9,16.38,2024-11-13
2670,102,Produto B,2,45.27,2024-11-18
2671,104,Produto D,5,73.61,2024-11-27
2672,101,Produto A,1,42.16,2024-12-01
2673,101,Produto A,10,39.92,2024-11-26
2674,101,Produto A,7,83.09,2024-11-22
2675,103,Produto C,10,25.54,2024-11-27
2676,102,Produto B,3,88.66,2024-11-18
2677,102,Produto B,4,34.8,2024-11-03
2678,102,Produto B,1,15.48,2024-11-07
2679,104,Produto D,4,39.42,2024-12-01
2680,101,Produto A,8,29.88,2024-11-02
2681,101,Produto A,4,79.84,2024-11-28
2682,102,Produto B,10,92.2,2024-11-01
2683,104,Produto D,10,42.31,2024-11-22
2684,104,Produto D,3,43.44,2024-11-26
2685,104,Produto D,5,56.7,2024-11-17
2686,104,Produto D,9,87.62,2024-11-18
2687,105,Produto E,8,86.86,2024-11-30
2688,102,Produto B,5,26.52,2024-11-13
2689,105,Produto E,9,11.99,2024-11-03
2690,101,Produto A,5,17.88,2024-12-01
2691,105,Produto E,1,98.81,2024-11-21
2692,105,Produto E,2,31.48,2024-11-15
2693,101,Produto A,8,6.24,2024-11-13
2694,102,Produto B,1,55.44,2024-11-17
2695,105,Produto E,3,29.58,2024-11-07
2696,104,Produto D,1,48.72,2024-11-12
2697,101,Produto A,5,19.07,2024-11-27
2698,101,Produto A,8,27.37,2024-11-23
2699,104,Produto D,7,88.86,2024-11-26
2700,103,Produto C,1,35.09,2024-11-05
2701,102,Produto B,9,81.59,2024-11-25
2702,103,Produto C,2,55.0,2024-11-20
2703,103,Produto C,9,76.76,2024-11-28
2704,103,Produto C,9,62.14,2024-11-07
2705,102,Produto B,9,77.12,2024-11-07
2706,103,Produto C,1,18.05,2024-11-04
2707,105,Produto E,2,54.37,2024-11-28
2708,101,Produto A,9,28.96,2024-11-26
2709,102,Produto B,2,46.32,2024-11-18
2710,101,Produto A,10,89.72,2024-11-23
2711,103,Produto C,4,21.34,2024-11-30
2712,103,Produto C,3,61.16,2024-11-15
2713,102,Produto B,4,87.3,2024-11-26
2714,101,Produto A,5,68.98,2024-11-19
2715,105,Produto E,1,24.69,2024-11-05
2716,105,Produto E,6,8.68,2024-11-24
2717,101,Produto A,4,7.8,2024-11-21
2718,102,Produto B,3,56.66,2024-11-22
2719,104,Produto D,6,86.64,2024-11-14
2720,101,Produto A,1,90.7,2024-11-03
2721,103,Produto C,6,85.3,2024-11-30
2722,102,Produto B,4,10.87,2024-11-19
2723,105,Produto E,8,28.39,2024-11-11
2724,103,Produto C,1,29.51,2024-11-23
2725,104,Produto D,5,79.85,2024-11-16
2726,102,Produto B,4,45.37,2024-11-15
2727,102,Produto B,10,90.39,2024-11-01
2728,103,Produto C,3,71.24,2024-11-20
2729,104,Produto D,6,57.62,2024-11-22
2730,101,Produto A,7,11.52,2024-11-22
2731,101,Produto A,2,48.65,2024-11-06
2732,104,Produto D,2,10.21,2024-11-21
2733,101,Produto A,4,57.5,2024-11-03
2734,105,Produto E,2,23.19,2024-11-24
2735,103,Produto C,3,78.47,2024-11-09
2736,103,Produto C,2,62.99,2024-11-15
2737,103,Produto C,8,39.18,2024-11-09
2738,101,Produto A,8,38.91,2024-11-29
2739,103,Produto C,8,64.11,2024-11-09
2740,105,Produto E,5,24.64,2024-12-01
2741,104,Produto D,7,81.42,2024-11-13
2742,101,Produto A,6,57.73,2024-11-29
2743,104,Produto D,4,91.65,2024-11-02
2744,104,Produto D,9,82.05,2024-11-12
2745,101,Produto A,7,65.57,2024-11-13
2746,103,Produto C,4,13.26,2024-11-02
2747,101,Produto A,4,98.3,2024-11-21
2748,105,Produto E,2,34.47,2024-11-23
2749,104,Produto D,10,6.84,2024-11-27
2750,101,Produto A,9,38.98,2024-11-07
2751,102,Produto B,1,17.95,2024-11-21
2752,105,Produto E,1,73.29,2024-11-26
2753,103,Produto C,2,42.72,2024-11-08
2754,102,Produto B,6,22.86,2024-11-21
2755,104,Produto D,3,68.4,2024-11-19
2756,101,Produto A,4,39.36,2024-11-25
2757,101,Produto A,1,87.69,2024-11-26
2758,105,Produto E,5,44.11,2024-11-09
2759,103,Produto C,7,42.57,2024-11-22
2760,102,Produto B,7,84.06,2024-11-11
2761,105,Produto E,1,60.35,2024-11-17
2762,103,Produto C,6,76.02,2024-11-20
2763,102,Produto B,9,98.44,2024-11-16
2764,105,Produto E,5,9.03,2024-11-28
2765,101,Produto A,1,71.55,2024-11-04
2766,101,Produto A,6,45.62,2024-11-29
2767,103,Produto C,1,94.47,2024-11-30
2768,101,Produto A,8,92.37,2024-11-16
2769,103,Produto C,5,11.72,2024-11-14
2770,102,Produto B,10,45.43,2024-11-10
2771,101,Produto A,7,64.51,2024-11-25
2772,104,Produto D,8,73.62,2024-11-17
2773,103,Produto C,8,53.45,2024-11-30
2774,103,Produto C,5,95.14,2024-11-08
2775,104,Produto D,7,99.97,2024-11-16
2776,101,Produto A,7,37.7,2024-11-17
2777,101,Produto A,7,5.03,2024-11-04
2778,104,Produto D,6,25.47,2024-11-12
2779,105,Produto E,7,49.17,2024-11-26
2780,103,Produto C,7,32.28,2024-11-13
2781,104,Produto D,9,68.66,2024-11-22
2782,102,Produto B,10,61.31,2024-11-16
2783,103,Produto C,10,84.96,2024-11-06
2784,105,Produto E,8,33.7,2024-11-12
2785,101,Produto A,10,25.5,2024-11-26
2786,101,Produto A,2,12.35,2024-11-02
2787,102,Produto B,9,8.29,2024-11-06
2788,103,Produto C,10,20.56,2024-11-28
2789,102,Produto B,5,64.84,2024-11-17
2790,101,Produto A,7,39.31,2024-11-04
2791,102,Produto B,9,64.75,2024-11-26
2792,105,Produto E,8,64.1,2024-11-01
2793,101,Produto A,2,15.71,2024-11-30
2794,102,Produto B,1,12.08,2024-11-04
2795,101,Produto A,6,28.16,2024-11-29
2796,101,Produto A,4,96.98,2024-11-22
2797,103,Produto C,1,12.17,2024-11-29
2798,102,Produto B,2,7.79,2024-11-23
2799,102,Produto B,4,13.36,2024-11-28
2800,105,Produto E,10,85.58,2024-11-13
2801,104,Produto D,10,64.34,2024-11-17
2802,101,Produto A,9,11.05,2024-11-22
2803,103,Produto C,9,82.72,2024-11-24
2804,104,Produto D,8,19.42,2024-11-15
2805,104,Produto D,7,63.41,2024-11-23
2806,102,Produto B,10,33.29,2024-11-08
2807,102,Produto B,4,39.79,2024-11-06
2808,103,Produto C,2,68.67,2024-11-28
2809,103,Produto C,10,95.53,2024-11-14
2810,103,Produto C,6,45.11,2024-11-23
2811,101,Produto A,7,94.57,2024-11-30
2812,105,Produto E,7,46.7,2024-11-06
2813,104,Produto D,6,84.69,2024-11-20
2814,103,Produto C,9,22.37,2024-11-10
2815,105,Produto E,1,20.62,2024-11-22
2816,102,Produto B,9,29.28,2024-11-29
2817,104,Produto D,1,38.87,2024-11-29
2818,104,Produto D,10,90.88,2024-11-05
2819,103,Produto C,2,80.05,2024-11-24
2820,103,Produto C,7,50.18,2024-11-26
2821,104,Produto D,10,58.82,2024-11-01
2822,103,Produto C,2,15.09,2024-11-09
2823,104,Produto D,2,44.77,2024-11-25
2824,104,Produto D,2,78.79,2024-11-15
2825,105,Produto E,10,24.21,2024-11-27
2826,102,Produto B,4,89.8,2024-11-01
2827,103,Produto C,4,18.61,2024-11-08
2828,102,Produto B,6,27.42,2024-11-01
2829,103,Produto C,9,90.79,2024-11-01
2830,102,Produto B,4,18.31,2024-11-28
2831,101,Produto A,9,23.38,2024-11-04
2832,104,Produto D,5,92.71,2024-11-04
2833,104,Produto D,10,8.57,2024-11-20
2834,102,Produto B,1,50.05,2024-11-30
2835,103,Produto C,8,21.98,2024-12-01
2836,102,Produto B,6,62.38,2024-11-16
2837,105,Produto E,5,18.84,2024-11-18
2838,104,Produto D,5,93.71,2024-11-26
2839,105,Produto E,10,62.48,2024-11-03
2840,102,Produto B,1,27.53,2024-11-02
2841,104,Produto D,8,86.91,2024-11-09
2842,103,Produto C,7,37.53,2024-11-07
2843,105,Produto E,5,16.81,2024-11-23
2844,105,Produto E,9,86.25,2024-11-11
2845,104,Produto D,7,83.82,2024-11-06
2846,103,Produto C,5,52.92,2024-11-01
2847,103,Produto C,1,45.07,2024-12-01
2848,104,Produto D,3,86.21,2024-11-15
2849,103,Produto C,5,26.72,2024-11-29
2850,101,Produto A,6,5.75,2024-11-18
2851,105,Produto E,7,76.67,2024-11-28
2852,104,Produto D,8,17.56,2024-11-22
2853,105,Produto E,6,5.74,2024-11-11
2854,104,Produto D,3,83.91,2024-11-28
2855,101,Produto A,5,19.93,2024-11-16
2856,102,Produto B,3,77.68,2024-11-21
2857,102,Produto B,2,30.64,2024-11-09
2858,102,Produto B,1,82.58,2024-11-07
2859,104,Produto D,4,13.34,2024-11-11
2860,103,Produto C,1,29.03,2024-11-21
2861,104,Produto D,10,79.14,2024-11-19
2862,104,Produto D,6,80.39,2024-11-20
2863,104,Produto D,4,7.0,2024-11-07
2864,104,Produto D,9,52.77,2024-11-02
2865,102,Produto B,6,79.72,2024-11-26
2866,102,Produto B,6,16.08,2024-11-28
2867,105,Produto E,5,69.79,2024-11-19
2868,101,Produto A,9,41.01,2024-11-15
2869,104,Produto D,9,91.01,2024-11-03
2870,104,Produto D,1,94.31,2024-11-30
2871,101,Produto A,4,33.21,2024-11-11
2872,103,Produto C,3,14.13,2024-11-24
2873,102,Produto B,3,39.9,2024-11-08
2874,101,Produto A,4,73.3,2024-11-25
2875,101,Produto A,9,42.27,2024-11-07
2876,101,Produto A,5,34.51,2024-11-12
2877,101,Produto A,1,60.81,2024-11-20
2878,105,Produto E,4,6.67,2024-11-02
2879,101,Produto A,1,46.62,2024-11-20
2880,101,Produto A,3,80.9,2024-12-01
2881,101,Produto A,3,30.66,2024-11-14
2882,103,Produto C,2,64.18,2024-11-16
2883,101,Produto A,3,7.39,2024-11-12
2884,103,Produto C,9,99.21,2024-11-06
2885,102,Produto B,2,24.28,2024-11-04
2886,104,Produto D,9,60.68,2024-11-30
2887,105,Produto E,10,56.43,2024-11-19
2888,102,Produto B,10,7.01,2024-11-21
2889,102,Produto B,3,59.79,2024-11-16
2890,101,Produto A,8,25.47,2024-11-05
2891,104,Produto D,6,43.0,2024-11-12
2892,105,Produto E,5,75.06,2024-11-02
2893,105,Produto E,10,10.01,2024-11-12
2894,105,Produto E,8,66.73,2024-11-26
2895,102,Produto B,4,20.41,2024-11-16
2896,105,Produto E,5,29.85,2024-11-26
2897,105,Produto E,2,57.66,2024-11-04
2898,104,Produto D,1,57.74,2024-11-19
2899,105,Produto E,2,80.35,2024-11-02
2900,104,Produto D,4,25.17,2024-11-02
2901,102,Produto B,10,66.6,2024-11-21
2902,103,Produto C,8,18.75,2024-11-01
2903,103,Produto C,7,18.03,2024-11-08
2904,102,Produto B,8,84.02,2024-11-29
2905,101,Produto A,9,59.19,2024-11-15
2906,105,Produto E,3,75.03,2024-11-18
2907,104,Produto D,2,98.85,2024-11-25
2908,101,Produto A,7,15.49,2024-11-08
2909,101,Produto A,4,73.8,2024-11-13
2910,105,Produto E,2,22.27,2024-11-04
2911,105,Produto E,7,14.29,2024-11-10
2912,103,Produto C,6,33.47,2024-11-28
2913,105,Produto E,9,54.71,2024-11-13
2914,104,Produto D,3,87.94,2024-11-11
2915,101,Produto A,7,29.31,2024-11-22
2916,104,Produto D,3,76.46,2024-11-26
2917,105,Produto E,4,68.02,2024-12-01
2918,101,Produto A,2,25.94,2024-11-20
2919,105,Produto E,7,41.21,2024-11-15
2920,103,Produto C,8,13.43,2024-11-13
2921,104,Produto D,2,71.95,2024-11-10
2922,101,Produto A,6,36.8,2024-11-24
2923,102,Produto B,2,25.59,2024-11-12
2924,104,Produto D,5,9.89,2024-11-10
2925,105,Produto E,9,16.69,2024-11-29
2926,104,Produto D,4,96.63,2024-11-07
2927,104,Produto D,6,38.28,2024-11-22
2928,102,Produto B,3,38.41,2024-11-25
2929,105,Produto E,8,34.03,2024-11-08
2930,103,Produto C,8,92.43,2024-11-19
2931,102,Produto B,3,16.86,2024-11-10
2932,103,Produto C,7,89.88,2024-11-28
2933,104,Produto D,5,31.76,2024-11-18
2934,103,Produto C,1,22.75,2024-11-19
2935,103,Produto C,3,58.44,2024-11-13
2936,104,Produto D,4,49.81,2024-11-18
2937,102,Produto B,4,79.47,2024-11-17
2938,102,Produto B,4,90.77,2024-11-15
2939,104,Produto D,10,87.01,2024-11-11
2940,105,Produto E,4,7.5,2024-11-17
2941,104,Produto D,8,84.12,2024-11-11
2942,101,Produto A,8,33.3,2024-11-15
2943,103,Produto C,9,72.38,2024-11-20
2944,104,Produto D,2,43.11,2024-11-23
2945,102,Produto B,9,17.35,2024-11-11
2946,102,Produto B,4,37.96,2024-11-04
2947,101,Produto A,3,75.74,2024-11-21
2948,103,Produto C,8,82.64,2024-11-25
2949,101,Produto A,3,50.5,2024-11-23
2950,104,Produto D,9,89.55,2024-11-28
2951,104,Produto D,6,58.46,2024-11-23
2952,101,Produto A,4,26.99,2024-11-14
2953,104,Produto D,6,11.67,2024-11-07
2954,101,Produto A,9,75.49,2024-11-03
2955,103,Produto C,7,97.24,2024-11-27
2956,102,Produto B,10,35.69,2024-11-21
2957,103,Produto C,4,34.99,2024-11-18
2958,103,Produto C,8,55.74,2024-11-09
2959,103,Produto C,1,88.24,2024-11-30
2960,102,Produto B,2,45.83,2024-11-30
2961,105,Produto E,3,59.26,2024-11-07
2962,104,Produto D,2,54.82,2024-11-16
2963,102,Produto B,3,72.28,2024-11-08
2964,104,Produto D,9,45.85,2024-11-22
2965,104,Produto D,3,72.03,2024-11-22
2966,105,Produto E,8,73.42,2024-11-19
2967,102,Produto B,10,36.05,2024-11-04
2968,104,Produto D,8,17.34,2024-11-06
2969,105,Produto E,8,7.07,2024-11-28
2970,105,Produto E,2,27.68,2024-11-22
2971,101,Produto A,4,29.25,2024-11-15
2972,102,Produto B,9,48.11,2024-11-03
2973,103,Produto C,8,42.13,2024-11-08
2974,102,Produto B,4,37.86,2024-11-30
2975,104,Produto D,7,45.38,2024-11-27
2976,105,Produto E,6,52.77,2024-11-11
2977,101,Produto A,10,76.24,2024-11-16
2978,102,Produto B,1,53.35,2024-11-28
2979,104,Produto D,6,81.0,2024-11-03
2980,102,Produto B,1,88.3,2024-11-02
2981,105,Produto E,2,9.29,2024-11-01
2982,101,Produto A,4,21.64,2024-11-29
2983,102,Produto B,5,9.13,2024-11-03
2984,102,Produto B,10,51.05,2024-11-10
2985,101,Produto A,6,40.54,2024-11-12
2986,105,Produto E,8,39.43,2024-12-01
2987,102,Produto B,4,23.28,2024-11-23
2988,104,Produto D,2,34.11,2024-11-19
2989,105,Produto E,10,34.09,2024-11-04
2990,105,Produto E,9,71.98,2024-11-03
2991,103,Produto C,6,49.02,2024-11-28
2992,102,Produto B,4,25.28,2024-11-30
2993,101,Produto A,4,13.87,2024-11-27
2994,101,Produto A,4,80.36,2024-11-25
2995,105,Produto E,4,74.97,2024-11-01
2996,103,Produto C,9,21.23,2024-11-08
2997,102,Produto B,1,50.69,2024-11-16
2998,105,Produto E,10,93.54,2024-11-03
2999,101,Produto A,1,52.18,2024-11-24
3000,101,Produto A,4,27.44,2024-11-06
3001,105,Produto E,3,94.69,2024-11-07
3002,103,Produto C,3,66.16,2024-11-13
3003,101,Produto A,2,92.0,2024-11-05
3004,102,Produto B,6,40.26,2024-11-28
3005,103,Produto C,4,67.48,2024-11-11
3006,103,Produto C,8,24.16,2024-11-29
3007,103,Produto C,2,65.41,2024-11-29
3008,103,Produto C,1,8.81,2024-11-21
3009,103,Produto C,2,91.6,2024-11-17
3010,105,Produto E,10,68.91,2024-11-14
3011,104,Produto D,9,87.69,2024-11-05
3012,105,Produto E,7,31.73,2024-11-04
3013,105,Produto E,6,25.2,2024-11-27
3014,101,Produto A,7,13.81,2024-11-08
3015,102,Produto B,4,72.45,2024-11-04
3016,103,Produto C,3,51.48,2024-12-01
3017,102,Produto B,6,18.97,2024-11-07
3018,103,Produto C,2,94.35,2024-11-07
3019,104,Produto D,9,47.15,2024-11-03
3020,101,Produto A,10,83.59,2024-11-07
3021,102,Produto B,10,41.59,2024-11-26
3022,103,Produto C,8,62.5,2024-11-26
3023,103,Produto C,5,96.79,2024-11-25
3024,105,Produto E,10,18.87,2024-11-09
3025,103,Produto C,4,77.26,2024-11-15
3026,103,Produto C,6,50.11,2024-11-23
3027,101,Produto A,8,57.15,2024-11-15
3028,105,Produto E,2,90.94,2024-11-07
3029,105,Produto E,8,47.35,2024-11-24
3030,103,Produto C,7,93.22,2024-11-10
3031,103,Produto C,1,51.44,2024-11-21
3032,102,Produto B,4,99.97,2024-12-01
3033,105,Produto E,4,93.5,2024-11-13
3034,105,Produto E,6,54.41,2024-11-13
3035,103,Produto C,10,36.75,2024-11-26
3036,105,Produto E,6,22.81,2024-11-08
3037,103,Produto C,1,43.29,2024-11-20
3038,105,Produto E,4,57.94,2024-11-19
3039,101,Produto A,2,47.6,2024-11-25
3040,105,Produto E,1,11.46,2024-11-25
3041,103,Produto C,8,68.41,2024-11-19
3042,103,Produto C,5,54.29,2024-11-27
3043,102,Produto B,6,92.83,2024-11-20
3044,101,Produto A,5,54.86,2024-11-19
3045,102,Produto B,7,8.12,2024-11-08
3046,101,Produto A,8,90.52,2024-11-08
3047,105,Produto E,6,87.29,2024-11-25
3048,103,Produto C,7,39.72,2024-11-07
3049,102,Produto B,10,67.35,2024-11-21
3050,102,Produto B,6,18.66,2024-11-03
3051,104,Produto D,8,7.24,2024-11-19
3052,103,Produto C,9,70.22,2024-11-19
3053,105,Produto E,10,26.48,2024-11-05
3054,105,Produto E,3,79.92,2024-11-27
3055,105,Produto E,8,62.04,2024-11-26
3056,102,Produto B,1,93.47,2024-11-23
3057,105,Produto E,6,12.67,2024-11-19
3058,105,Produto E,2,61.48,2024-11-27
3059,101,Produto A,3,41.99,2024-11-20
3060,101,Produto A,2,75.51,2024-11-10
3061,103,Produto C,3,60.97,2024-11-21
3062,103,Produto C,8,49.76,2024-11-11
3063,102,Produto B,1,32.29,2024-12-01
3064,102,Produto B,6,16.06,2024-11-23
3065,102,Produto B,7,23.97,2024-11-25
3066,102,Produto B,5,43.78,2024-11-23
3067,102,Produto B,9,90.5,2024-11-29
3068,105,Produto E,8,23.15,2024-11-17
3069,104,Produto D,4,43.06,2024-11-03
3070,105,Produto E,5,54.07,2024-11-13
3071,104,Produto D,10,43.47,2024-11-10
3072,104,Produto D,9,55.4,2024-11-23
3073,102,Produto B,10,21.8,2024-11-12
3074,102,Produto B,6,52.66,2024-11-17
3075,105,Produto E,5,76.02,2024-11-09
3076,102,Produto B,4,51.91,2024-11-11
3077,102,Produto B,10,86.44,2024-11-01
3078,104,Produto D,6,29.7,2024-11-23
3079,103,Produto C,3,50.57,2024-11-02
3080,105,Produto E,1,56.13,2024-11-02
3081,103,Produto C,9,26.14,2024-11-16
3082,103,Produto C,7,5.03,2024-11-26
3083,101,Produto A,8,92.86,2024-11-04
3084,104,Produto D,1,5.98,2024-11-06
3085,101,Produto A,7,49.1,2024-11-20
3086,102,Produto B,9,44.43,2024-11-04
