Produto,Quantidade,Preço Unitário,Total,Linha de Produto,Tipo de Cliente,Gênero,Cidade
Frango,2.0,12.0,24.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Carne Bovina,2.0,25.0,50.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Arroz,2.0,5.0,10.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Feijão,2.0,7.0,14.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Sabão,4.0,8.0,32.0,Limpeza,Pessoa Jurídica,Masculino,Belo Horizonte
Detergente,4.0,3.5,14.0,Limpeza,Pessoa Jurídica,Masculino,Belo Horizonte
Pão,4.0,2.5,10.0,Padaria,Pessoa Jurídica,Masculino,Belo Horizonte
Carne Bovina,4.0,25.0,100.0,Carnes,Pessoa Jurídica,Masculino,Belo Horizonte
Biscoito,4.0,3.0,12.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,Belo Horizonte
Feijão,2.0,7.0,14.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Biscoito,2.0,3.0,6.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Belo Horizonte
Frango,2.0,12.0,24.0,Carnes,Pessoa Física,Feminino,Belo Horizonte
Leite,2.0,4.5,9.0,Laticínios,Pessoa Física,Feminino,
Feijão,9.0,7.0,63.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Iogurte,3.0,3.0,9.0,Laticínios,Pessoa Física,Masculino,Rio de Janeiro
Arroz,3.0,5.0,15.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Pão,3.0,2.5,7.5,Padaria,Pessoa Física,Masculino,Rio de Janeiro
Frango,3.0,12.0,36.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Pão,6.0,2.5,15.0,Padaria,Pessoa Jurídica,Masculino,Belo Horizonte
Iogurte,2.0,3.0,6.0,Laticínios,Pessoa Jurídica,Feminino,São Paulo
Carne Bovina,2.0,25.0,50.0,Carnes,Pessoa Jurídica,Feminino,São Paulo
Arroz,10.0,5.0,50.0,Cereais,Pessoa Física,Masculino,Porto Alegre
Feijão,9.0,7.0,63.0,Cereais,Pessoa Física,Masculino,Curitiba
Biscoito,9.0,3.0,27.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Curitiba
Arroz,9.0,5.0,45.0,Cereais,Pessoa Física,Masculino,
Carne Bovina,9.0,25.0,225.0,Carnes,Pessoa Física,Masculino,Curitiba
Leite,7.0,4.5,31.5,Laticínios,Pessoa Jurídica,Masculino,Porto Alegre
Biscoito,7.0,3.0,21.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,Porto Alegre
Carne Bovina,7.0,25.0,175.0,Carnes,Pessoa Jurídica,Masculino,Porto Alegre
Leite,8.0,4.5,36.0,Laticínios,Pessoa Jurídica,Feminino,Belo Horizonte
Biscoito,8.0,3.0,24.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Feminino,
Arroz,8.0,5.0,40.0,Cereais,Pessoa Jurídica,Feminino,Belo Horizonte
Frango,5.0,12.0,60.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Carne Bovina,5.0,25.0,125.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Arroz,5.0,5.0,25.0,Cereais,Pessoa Jurídica,Feminino,Rio de Janeiro
Frango,9.0,12.0,108.0,Carnes,Pessoa Jurídica,Masculino,
Detergente,9.0,3.5,31.5,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Sabão,9.0,8.0,72.0,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Carne Bovina,10.0,25.0,250.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Biscoito,9.0,3.0,27.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,São Paulo
Detergente,9.0,3.5,31.5,Limpeza,Pessoa Jurídica,Masculino,São Paulo
Sabão,9.0,8.0,72.0,Limpeza,Pessoa Jurídica,Masculino,São Paulo
Arroz,4.0,5.0,20.0,Cereais,Pessoa Jurídica,Masculino,Belo Horizonte
Feijão,4.0,7.0,28.0,Cereais,Pessoa Jurídica,Masculino,Belo Horizonte
Feijão,10.0,7.0,70.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Rio de Janeiro
Iogurte,10.0,3.0,30.0,Laticínios,Pessoa Física,Feminino,Rio de Janeiro
Frango,10.0,12.0,120.0,Carnes,Pessoa Física,Feminino,Rio de Janeiro
Arroz,3.0,5.0,15.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Detergente,3.0,3.5,10.5,Limpeza,Pessoa Física,Feminino,Belo Horizonte
Pão,10.0,2.5,25.0,Padaria,Pessoa Jurídica,Feminino,Curitiba
Sabão,10.0,8.0,80.0,Limpeza,Pessoa Jurídica,Feminino,Curitiba
Feijão,10.0,7.0,70.0,Cereais,Pessoa Jurídica,Feminino,Curitiba
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Jurídica,Feminino,Curitiba
Carne Bovina,7.0,25.0,175.0,Carnes,Pessoa Jurídica,Feminino,São Paulo
Frango,7.0,12.0,84.0,Carnes,Pessoa Jurídica,Feminino,São Paulo
Iogurte,7.0,3.0,21.0,Laticínios,Pessoa Jurídica,Feminino,São Paulo
Sabão,7.0,8.0,56.0,Limpeza,Pessoa Jurídica,Feminino,Rio de Janeiro
Leite,7.0,4.5,31.5,Laticínios,Pessoa Jurídica,Feminino,Rio de Janeiro
Pão,7.0,2.5,17.5,Padaria,Pessoa Jurídica,Feminino,
Feijão,,7.0,56.0,Cereais,Pessoa Física,Masculino,Porto Alegre
Leite,8.0,4.5,36.0,Laticínios,Pessoa Física,Masculino,Porto Alegre
Pão,8.0,2.5,20.0,Padaria,Pessoa Física,Masculino,Porto Alegre
Iogurte,8.0,3.0,24.0,Laticínios,Pessoa Física,Masculino,Porto Alegre
Feijão,6.0,7.0,42.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Detergente,6.0,3.5,21.0,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Leite,6.0,4.5,27.0,Laticínios,Pessoa Física,Feminino,Rio de Janeiro
Iogurte,6.0,3.0,18.0,Laticínios,Pessoa Física,Feminino,Rio de Janeiro
Arroz,6.0,5.0,30.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Feijão,9.0,7.0,63.0,Cereais,Pessoa Física,Masculino,Curitiba
Biscoito,9.0,3.0,27.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Curitiba
Detergente,9.0,3.5,31.5,Limpeza,Pessoa Física,Masculino,Curitiba
Sabão,9.0,8.0,72.0,Limpeza,Pessoa Física,Masculino,Curitiba
Carne Bovina,9.0,25.0,225.0,Carnes,Pessoa Jurídica,Feminino,Curitiba
Pão,9.0,2.5,22.5,Padaria,Pessoa Jurídica,Feminino,Curitiba
Detergente,3.0,3.5,10.5,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Sabão,3.0,8.0,24.0,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Frango,,12.0,36.0,Carnes,Pessoa Jurídica,Masculino,Curitiba
Leite,6.0,4.5,27.0,Laticínios,Pessoa Jurídica,Masculino,Porto Alegre
Sabão,6.0,8.0,48.0,Limpeza,Pessoa Jurídica,Masculino,Porto Alegre
Pão,6.0,2.5,15.0,Padaria,Pessoa Jurídica,Masculino,Porto Alegre
Iogurte,6.0,3.0,18.0,Laticínios,Pessoa Jurídica,Masculino,Porto Alegre
Detergente,6.0,3.5,21.0,Limpeza,Pessoa Jurídica,Masculino,Porto Alegre
Iogurte,4.0,3.0,12.0,Laticínios,Pessoa Física,Masculino,Rio de Janeiro
Carne Bovina,4.0,25.0,100.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Frango,4.0,12.0,48.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Biscoito,4.0,3.0,12.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Rio de Janeiro
Sabão,4.0,8.0,32.0,Limpeza,Pessoa Física,Masculino,Rio de Janeiro
Sabão,9.0,8.0,72.0,Limpeza,Pessoa Jurídica,Masculino,Rio de Janeiro
Iogurte,9.0,3.0,27.0,Laticínios,Pessoa Jurídica,Masculino,Rio de Janeiro
Detergente,9.0,3.5,31.5,Limpeza,Pessoa Jurídica,Masculino,Rio de Janeiro
Arroz,5.0,5.0,25.0,Cereais,Pessoa Física,Feminino,Porto Alegre
Biscoito,5.0,3.0,15.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Porto Alegre
Frango,5.0,12.0,60.0,Carnes,Pessoa Física,Feminino,Porto Alegre
Carne Bovina,7.0,25.0,175.0,Carnes,Pessoa Física,Feminino,Curitiba
Detergente,7.0,3.5,24.5,Limpeza,Pessoa Física,Feminino,Belo Horizonte
Arroz,7.0,5.0,35.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Frango,7.0,12.0,84.0,Carnes,Pessoa Física,Feminino,Belo Horizonte
Pão,8.0,2.5,20.0,Padaria,Pessoa Física,Feminino,Curitiba
Carne Bovina,8.0,25.0,200.0,Carnes,Pessoa Física,Feminino,Curitiba
Arroz,8.0,5.0,40.0,Cereais,Pessoa Física,Feminino,Curitiba
Leite,8.0,4.5,36.0,Laticínios,Pessoa Física,Feminino,Curitiba
Feijão,8.0,7.0,56.0,Cereais,Pessoa Física,Feminino,Curitiba
Frango,3.0,12.0,36.0,Carnes,Pessoa Física,Masculino,Belo Horizonte
Carne Bovina,3.0,25.0,75.0,Carnes,Pessoa Física,Masculino,Belo Horizonte
Biscoito,3.0,3.0,9.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,
Iogurte,3.0,3.0,9.0,Laticínios,Pessoa Física,Masculino,Belo Horizonte
Pão,3.0,2.5,7.5,Padaria,Pessoa Física,Masculino,Belo Horizonte
Feijão,6.0,7.0,42.0,Cereais,Pessoa Jurídica,Feminino,Rio de Janeiro
Frango,6.0,12.0,72.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Pão,,2.5,15.0,Padaria,Pessoa Jurídica,Feminino,Rio de Janeiro
Detergente,,3.5,21.0,Limpeza,Pessoa Jurídica,Feminino,Rio de Janeiro
Carne Bovina,6.0,25.0,150.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Detergente,1.0,3.5,3.5,Limpeza,Pessoa Jurídica,Masculino,Porto Alegre
Feijão,1.0,7.0,7.0,Cereais,Pessoa Jurídica,Masculino,Porto Alegre
Pão,1.0,2.5,2.5,Padaria,Pessoa Jurídica,Masculino,Porto Alegre
Biscoito,4.0,3.0,12.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,Porto Alegre
Pão,4.0,2.5,10.0,Padaria,Pessoa Jurídica,Masculino,Porto Alegre
Sabão,4.0,8.0,32.0,Limpeza,Pessoa Jurídica,Masculino,Porto Alegre
Feijão,4.0,7.0,28.0,Cereais,Pessoa Jurídica,Masculino,Porto Alegre
Leite,4.0,4.5,18.0,Laticínios,Pessoa Jurídica,Masculino,Porto Alegre
Feijão,5.0,7.0,35.0,Cereais,Pessoa Física,Masculino,São Paulo
Arroz,8.0,5.0,40.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Sabão,8.0,8.0,64.0,Limpeza,Pessoa Física,Masculino,Rio de Janeiro
Feijão,8.0,7.0,56.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Detergente,8.0,3.5,28.0,Limpeza,Pessoa Física,Masculino,Rio de Janeiro
Pão,8.0,2.5,20.0,Padaria,Pessoa Física,Masculino,Rio de Janeiro
Leite,2.0,4.5,9.0,Laticínios,Pessoa Jurídica,Feminino,Rio de Janeiro
Leite,9.0,4.5,40.5,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Iogurte,9.0,3.0,27.0,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Biscoito,9.0,3.0,27.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Feminino,Curitiba
Frango,9.0,12.0,108.0,Carnes,Pessoa Jurídica,Feminino,Curitiba
Arroz,9.0,5.0,45.0,Cereais,Pessoa Jurídica,Feminino,Curitiba
Arroz,5.0,5.0,25.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Detergente,5.0,3.5,17.5,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Leite,5.0,4.5,22.5,Laticínios,Pessoa Física,Feminino,Rio de Janeiro
Iogurte,8.0,3.0,24.0,Laticínios,Pessoa Física,Masculino,São Paulo
Feijão,8.0,7.0,56.0,Cereais,Pessoa Física,Masculino,São Paulo
Iogurte,9.0,3.0,27.0,Laticínios,Pessoa Física,Feminino,São Paulo
Leite,9.0,4.5,40.5,Laticínios,Pessoa Física,Feminino,São Paulo
Carne Bovina,9.0,25.0,225.0,Carnes,Pessoa Física,Feminino,São Paulo
Pão,9.0,2.5,22.5,Padaria,Pessoa Física,Feminino,São Paulo
Arroz,9.0,5.0,45.0,Cereais,Pessoa Física,Feminino,São Paulo
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Física,Feminino,São Paulo
Frango,10.0,12.0,120.0,Carnes,Pessoa Física,Feminino,São Paulo
Carne Bovina,10.0,25.0,250.0,Carnes,Pessoa Física,Feminino,São Paulo
Leite,10.0,4.5,45.0,Laticínios,Pessoa Física,Feminino,São Paulo
Iogurte,10.0,3.0,30.0,Laticínios,Pessoa Física,Feminino,São Paulo
Pão,9.0,2.5,22.5,Padaria,Pessoa Física,Feminino,Curitiba
Biscoito,9.0,3.0,27.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Curitiba
Frango,5.0,12.0,60.0,Carnes,Pessoa Física,Masculino,Curitiba
Sabão,5.0,8.0,40.0,Limpeza,Pessoa Física,Masculino,Curitiba
Leite,5.0,4.5,22.5,Laticínios,Pessoa Física,Masculino,Curitiba
Detergente,5.0,3.5,17.5,Limpeza,Pessoa Física,Masculino,
Feijão,5.0,7.0,35.0,Cereais,Pessoa Física,Masculino,Curitiba
Frango,8.0,12.0,96.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Sabão,8.0,8.0,64.0,Limpeza,Pessoa Jurídica,Feminino,Rio de Janeiro
Carne Bovina,8.0,25.0,200.0,Carnes,Pessoa Jurídica,Feminino,Rio de Janeiro
Biscoito,3.0,3.0,9.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,Curitiba
Frango,3.0,12.0,36.0,Carnes,Pessoa Jurídica,Masculino,Curitiba
Iogurte,3.0,3.0,9.0,Laticínios,Pessoa Jurídica,Masculino,Curitiba
Leite,9.0,4.5,40.5,Laticínios,Pessoa Jurídica,Feminino,Belo Horizonte
Sabão,9.0,8.0,72.0,Limpeza,Pessoa Jurídica,Feminino,Belo Horizonte
Sabão,10.0,8.0,80.0,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Leite,10.0,4.5,45.0,Laticínios,Pessoa Jurídica,Masculino,
Carne Bovina,10.0,25.0,250.0,Carnes,Pessoa Jurídica,Masculino,Curitiba
Frango,10.0,12.0,120.0,Carnes,Pessoa Jurídica,Masculino,Curitiba
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,Curitiba
Carne Bovina,7.0,25.0,175.0,Carnes,Pessoa Física,Feminino,Curitiba
Pão,7.0,2.5,17.5,Padaria,Pessoa Física,Feminino,Curitiba
Detergente,7.0,3.5,24.5,Limpeza,Pessoa Física,Feminino,Curitiba
Leite,7.0,4.5,31.5,Laticínios,Pessoa Física,Feminino,Curitiba
Iogurte,7.0,3.0,21.0,Laticínios,Pessoa Física,Feminino,Curitiba
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Rio de Janeiro
Detergente,7.0,3.5,24.5,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Frango,7.0,12.0,84.0,Carnes,Pessoa Física,Feminino,Rio de Janeiro
Pão,7.0,2.5,17.5,Padaria,Pessoa Física,Feminino,Rio de Janeiro
Biscoito,7.0,3.0,21.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Rio de Janeiro
Arroz,7.0,5.0,35.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Detergente,5.0,3.5,17.5,Limpeza,Pessoa Jurídica,Feminino,Porto Alegre
Pão,5.0,2.5,12.5,Padaria,Pessoa Jurídica,Feminino,Porto Alegre
Frango,5.0,12.0,60.0,Carnes,Pessoa Jurídica,Feminino,Porto Alegre
Sabão,5.0,8.0,40.0,Limpeza,Pessoa Jurídica,Feminino,Porto Alegre
Leite,5.0,4.5,22.5,Laticínios,Pessoa Jurídica,Feminino,Porto Alegre
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Jurídica,Masculino,São Paulo
Carne Bovina,10.0,25.0,250.0,Carnes,Pessoa Jurídica,Masculino,São Paulo
Frango,10.0,12.0,120.0,Carnes,Pessoa Jurídica,Masculino,São Paulo
Leite,10.0,4.5,45.0,Laticínios,Pessoa Jurídica,Masculino,São Paulo
Arroz,10.0,5.0,50.0,Cereais,Pessoa Jurídica,Masculino,São Paulo
Feijão,1.0,7.0,7.0,Cereais,Pessoa Jurídica,Feminino,Curitiba
Biscoito,1.0,3.0,3.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Feminino,Curitiba
Leite,1.0,4.5,4.5,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Detergente,1.0,3.5,3.5,Limpeza,Pessoa Jurídica,Feminino,Curitiba
Iogurte,1.0,3.0,3.0,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Pão,5.0,2.5,12.5,Padaria,Pessoa Física,Masculino,Rio de Janeiro
Leite,5.0,4.5,22.5,Laticínios,Pessoa Física,Masculino,Rio de Janeiro
Arroz,5.0,5.0,25.0,Cereais,Pessoa Física,Masculino,Rio de Janeiro
Carne Bovina,5.0,25.0,125.0,Carnes,Pessoa Física,Masculino,Rio de Janeiro
Biscoito,5.0,3.0,15.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Rio de Janeiro
Pão,8.0,2.5,20.0,Padaria,Pessoa Jurídica,Feminino,Curitiba
Iogurte,8.0,3.0,24.0,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Sabão,3.0,8.0,24.0,Limpeza,Pessoa Jurídica,Masculino,Curitiba
Feijão,3.0,7.0,21.0,Cereais,Pessoa Jurídica,Masculino,Curitiba
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Física,Feminino,São Paulo
Pão,10.0,2.5,25.0,Padaria,Pessoa Física,Feminino,São Paulo
Leite,10.0,4.5,45.0,Laticínios,Pessoa Física,Feminino,São Paulo
Carne Bovina,10.0,25.0,250.0,Carnes,Pessoa Física,Feminino,São Paulo
Arroz,10.0,5.0,50.0,Cereais,Pessoa Física,Feminino,São Paulo
Pão,3.0,2.5,7.5,Padaria,Pessoa Jurídica,Feminino,Curitiba
Leite,3.0,4.5,13.5,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Detergente,3.0,3.5,10.5,Limpeza,Pessoa Jurídica,Feminino,Curitiba
Arroz,3.0,5.0,15.0,Cereais,Pessoa Jurídica,Feminino,Curitiba
Feijão,3.0,7.0,21.0,Cereais,Pessoa Física,Masculino,Belo Horizonte
Sabão,1.0,8.0,8.0,Limpeza,Pessoa Física,Masculino,Porto Alegre
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Belo Horizonte
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Física,Feminino,Belo Horizonte
Leite,10.0,4.5,45.0,Laticínios,Pessoa Física,Feminino,Belo Horizonte
Feijão,10.0,7.0,70.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Arroz,5.0,5.0,25.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Pão,5.0,2.5,12.5,Padaria,Pessoa Física,Feminino,Rio de Janeiro
Sabão,5.0,8.0,40.0,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Frango,5.0,12.0,60.0,Carnes,Pessoa Física,Feminino,Rio de Janeiro
Feijão,5.0,7.0,35.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Arroz,7.0,5.0,35.0,Cereais,Pessoa Jurídica,Feminino,Porto Alegre
Detergente,7.0,3.5,24.5,Limpeza,Pessoa Jurídica,Feminino,Porto Alegre
Iogurte,5.0,3.0,15.0,Laticínios,Pessoa Física,Masculino,Rio de Janeiro
Feijão,1.0,7.0,7.0,Cereais,Pessoa Jurídica,Feminino,Rio de Janeiro
Pão,5.0,2.5,12.5,Padaria,Pessoa Física,Feminino,Rio de Janeiro
Arroz,5.0,5.0,25.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Feijão,5.0,7.0,35.0,Cereais,Pessoa Física,Feminino,Rio de Janeiro
Sabão,5.0,8.0,40.0,Limpeza,Pessoa Física,Feminino,Rio de Janeiro
Iogurte,5.0,3.0,15.0,Laticínios,Pessoa Física,Feminino,Rio de Janeiro
Detergente,6.0,3.5,21.0,Limpeza,Pessoa Física,Feminino,São Paulo
Arroz,6.0,5.0,30.0,Cereais,Pessoa Física,Feminino,São Paulo
Sabão,6.0,8.0,48.0,Limpeza,Pessoa Física,Feminino,São Paulo
Biscoito,1.0,3.0,3.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Feminino,Curitiba
Arroz,1.0,5.0,5.0,Cereais,Pessoa Física,Masculino,Porto Alegre
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Porto Alegre
Iogurte,10.0,3.0,30.0,Laticínios,Pessoa Física,Masculino,Porto Alegre
Feijão,10.0,7.0,70.0,Cereais,Pessoa Física,Masculino,Porto Alegre
Biscoito,1.0,3.0,3.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Belo Horizonte
Leite,1.0,4.5,4.5,Laticínios,Pessoa Física,Masculino,Belo Horizonte
Detergente,1.0,3.5,3.5,Limpeza,Pessoa Física,Masculino,Belo Horizonte
Carne Bovina,1.0,25.0,25.0,Carnes,Pessoa Física,Masculino,Belo Horizonte
Frango,6.0,12.0,72.0,Carnes,Pessoa Física,Feminino,Porto Alegre
Detergente,6.0,3.5,21.0,Limpeza,Pessoa Física,Feminino,Porto Alegre
Carne Bovina,6.0,25.0,150.0,Carnes,Pessoa Física,Feminino,Porto Alegre
Sabão,8.0,8.0,64.0,Limpeza,Pessoa Física,Masculino,São Paulo
Detergente,1.0,3.5,3.5,Limpeza,Pessoa Física,Feminino,Belo Horizonte
Biscoito,1.0,3.0,3.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,Belo Horizonte
Feijão,1.0,7.0,7.0,Cereais,Pessoa Física,Feminino,Belo Horizonte
Frango,,12.0,12.0,Carnes,Pessoa Física,Feminino,Belo Horizonte
Pão,2.0,2.5,5.0,Padaria,Pessoa Jurídica,Masculino,Porto Alegre
Iogurte,2.0,3.0,6.0,Laticínios,Pessoa Jurídica,Masculino,Porto Alegre
Carne Bovina,2.0,25.0,50.0,Carnes,Pessoa Jurídica,Masculino,Belo Horizonte
Leite,4.0,4.5,18.0,Laticínios,Pessoa Jurídica,Feminino,Porto Alegre
Feijão,4.0,7.0,28.0,Cereais,Pessoa Jurídica,Feminino,Porto Alegre
Arroz,7.0,5.0,35.0,Cereais,Pessoa Jurídica,Feminino,Porto Alegre
Pão,8.0,2.5,20.0,Padaria,Pessoa Física,Feminino,Porto Alegre
Detergente,8.0,3.5,28.0,Limpeza,Pessoa Física,Feminino,
Frango,8.0,12.0,96.0,Carnes,Pessoa Física,Feminino,Porto Alegre
Arroz,8.0,5.0,40.0,Cereais,Pessoa Física,Feminino,Porto Alegre
Iogurte,10.0,3.0,30.0,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Arroz,10.0,5.0,50.0,Cereais,Pessoa Jurídica,Feminino,Curitiba
Frango,10.0,12.0,120.0,Carnes,Pessoa Jurídica,Feminino,Curitiba
Leite,10.0,4.5,45.0,Laticínios,Pessoa Jurídica,Feminino,Curitiba
Detergente,10.0,3.5,35.0,Limpeza,Pessoa Jurídica,Feminino,Curitiba
Pão,2.0,2.5,5.0,Padaria,Pessoa Jurídica,Feminino,Belo Horizonte
Detergente,2.0,3.5,7.0,Limpeza,Pessoa Jurídica,Feminino,Belo Horizonte
Sabão,2.0,8.0,16.0,Limpeza,Pessoa Jurídica,Feminino,Belo Horizonte
Carne Bovina,2.0,25.0,50.0,Carnes,Pessoa Jurídica,Feminino,Belo Horizonte
Carne Bovina,4.0,25.0,100.0,Carnes,Pessoa Física,Feminino,Porto Alegre
Leite,4.0,4.5,18.0,Laticínios,Pessoa Física,Feminino,Porto Alegre
Sabão,4.0,8.0,32.0,Limpeza,Pessoa Física,Feminino,Porto Alegre
Iogurte,4.0,3.0,12.0,Laticínios,Pessoa Física,Feminino,Porto Alegre
Carne Bovina,4.0,25.0,100.0,Carnes,Pessoa Física,Feminino,São Paulo
Leite,4.0,4.5,18.0,Laticínios,Pessoa Física,Feminino,São Paulo
Feijão,4.0,7.0,28.0,Cereais,Pessoa Física,Feminino,São Paulo
Biscoito,4.0,3.0,12.0,Biscoitos e Salgadinhos,Pessoa Física,Feminino,São Paulo
Feijão,10.0,7.0,70.0,Cereais,Pessoa Jurídica,Masculino,São Paulo
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Jurídica,Masculino,São Paulo
Leite,10.0,4.5,45.0,Laticínios,Pessoa Jurídica,Masculino,São Paulo
Sabão,10.0,8.0,80.0,Limpeza,Pessoa Jurídica,Masculino,São Paulo
Pão,10.0,2.5,25.0,Padaria,Pessoa Jurídica,Masculino,São Paulo
Feijão,3.0,7.0,21.0,Cereais,Pessoa Física,Feminino,São Paulo
Iogurte,3.0,3.0,9.0,Laticínios,Pessoa Física,Feminino,São Paulo
Pão,,2.5,7.5,Padaria,Pessoa Física,Feminino,São Paulo
Detergente,3.0,3.5,10.5,Limpeza,Pessoa Física,Feminino,São Paulo
Leite,1.0,4.5,4.5,Laticínios,Pessoa Física,Feminino,Belo Horizonte
Biscoito,10.0,3.0,30.0,Biscoitos e Salgadinhos,Pessoa Física,Masculino,Belo Horizonte
Frango,10.0,12.0,120.0,Carnes,Pessoa Física,Masculino,Belo Horizonte
Pão,3.0,2.5,7.5,Padaria,Pessoa Jurídica,Masculino,Porto Alegre
Frango,3.0,12.0,36.0,Carnes,Pessoa Jurídica,Masculino,Porto Alegre
Arroz,3.0,5.0,15.0,Cereais,Pessoa Jurídica,Masculino,Porto Alegre
Iogurte,3.0,3.0,9.0,Laticínios,Pessoa Jurídica,Feminino,Belo Horizonte
Arroz,2.0,5.0,10.0,Cereais,Pessoa Física,Feminino,Curitiba
Detergente,2.0,3.5,7.0,Limpeza,Pessoa Física,Feminino,Curitiba
Arroz,1.0,5.0,5.0,Cereais,Pessoa Jurídica,Feminino,Belo Horizonte
Carne Bovina,1.0,25.0,25.0,Carnes,Pessoa Jurídica,Feminino,Belo Horizonte
Iogurte,1.0,3.0,3.0,Laticínios,Pessoa Jurídica,Feminino,Belo Horizonte
Sabão,1.0,8.0,8.0,Limpeza,Pessoa Jurídica,Feminino,Belo Horizonte
Leite,1.0,4.5,4.5,Laticínios,Pessoa Jurídica,Feminino,Belo Horizonte
Detergente,6.0,3.5,21.0,Limpeza,Pessoa Física,Masculino,São Paulo
Frango,6.0,12.0,72.0,Carnes,Pessoa Física,Masculino,São Paulo
Feijão,6.0,7.0,42.0,Cereais,Pessoa Física,Masculino,São Paulo
Detergente,1.0,3.5,3.5,Limpeza,Pessoa Física,Feminino,Belo Horizonte
